Descrizione di 9 forme in 9 posizioni in un reticolo 5x5
81 25 0

1 1 1 0 0
0 1 0 0 0
0 1 0 0 0
0 0 0 0 0
0 0 0 0 0

0 1 1 1 0
0 0 1 0 0
0 0 1 0 0
0 0 0 0 0
0 0 0 0 0

0 0 1 1 1
0 0 0 1 0
0 0 0 1 0
0 0 0 0 0
0 0 0 0 0

0 0 0 0 0
1 1 1 0 0
0 1 0 0 0
0 1 0 0 0
0 0 0 0 0

0 0 0 0 0
0 1 1 1 0
0 0 1 0 0
0 0 1 0 0
0 0 0 0 0

0 0 0 0 0
0 0 1 1 1
0 0 0 1 0
0 0 0 1 0
0 0 0 0 0

0 0 0 0 0
0 0 0 0 0
1 1 1 0 0
0 1 0 0 0
0 1 0 0 0

0 0 0 0 0
0 0 0 0 0
0 1 1 1 0
0 0 1 0 0
0 0 1 0 0

0 0 0 0 0
0 0 0 0 0
0 0 1 1 1
0 0 0 1 0
0 0 0 1 0

0 1 0 0 0
1 1 1 0 0
0 1 0 0 0
0 0 0 0 0
0 0 0 0 0

0 0 1 0 0
0 1 1 1 0
0 0 1 0 0
0 0 0 0 0
0 0 0 0 0

0 0 0 1 0
0 0 1 1 1
0 0 0 1 0
0 0 0 0 0
0 0 0 0 0

0 0 0 0 0
0 1 0 0 0
1 1 1 0 0
0 1 0 0 0
0 0 0 0 0

0 0 0 0 0
0 0 1 0 0
0 1 1 1 0
0 0 1 0 0
0 0 0 0 0

0 0 0 0 0
0 0 0 1 0
0 0 1 1 1
0 0 0 1 0
0 0 0 0 0

0 0 0 0 0
0 0 0 0 0
0 1 0 0 0
1 1 1 0 0
0 1 0 0 0

0 0 0 0 0
0 0 0 0 0
0 0 1 0 0
0 1 1 1 0
0 0 1 0 0

0 0 0 0 0
0 0 0 0 0
0 0 0 1 0
0 0 1 1 1
0 0 0 1 0

0 0 1 0 0
0 0 1 0 0
1 1 1 0 0
0 0 0 0 0
0 0 0 0 0

0 0 0 1 0
0 0 0 1 0
0 1 1 1 0
0 0 0 0 0
0 0 0 0 0

0 0 0 0 1
0 0 0 0 1
0 0 1 1 1
0 0 0 0 0
0 0 0 0 0

0 0 0 0 0
0 0 1 0 0
0 0 1 0 0
1 1 1 0 0
0 0 0 0 0

0 0 0 0 0
0 0 0 1 0
0 0 0 1 0
0 1 1 1 0
0 0 0 0 0

0 0 0 0 0
0 0 0 0 1
0 0 0 0 1
0 0 1 1 1
0 0 0 0 0

0 0 0 0 0
0 0 0 0 0
0 0 1 0 0
0 0 1 0 0
1 1 1 0 0

0 0 0 0 0
0 0 0 0 0
0 0 0 1 0
0 0 0 1 0
0 1 1 1 0

0 0 0 0 0
0 0 0 0 0
0 0 0 0 1
0 0 0 0 1
0 0 1 1 1

0 1 1 0 0
0 0 0 0 0
1 1 1 0 0
0 0 0 0 0
0 0 0 0 0
                   
0 0 1 1 0
0 0 0 0 0
0 1 1 1 0
0 0 0 0 0
0 0 0 0 0

0 0 0 1 1
0 0 0 0 0
0 0 1 1 1
0 0 0 0 0
0 0 0 0 0
                   
0 0 0 0 0
0 1 1 0 0
0 0 0 0 0
1 1 1 0 0
0 0 0 0 0

0 0 0 0 0
0 0 1 1 0
0 0 0 0 0
0 1 1 1 0
0 0 0 0 0
                   
0 0 0 0 0
0 0 0 1 1
0 0 0 0 0
0 0 1 1 1
0 0 0 0 0

0 0 0 0 0
0 0 0 0 0
0 1 1 0 0
0 0 0 0 0
1 1 1 0 0
                   
0 0 0 0 0
0 0 0 0 0
0 0 1 1 0
0 0 0 0 0
0 1 1 1 0

0 0 0 0 0
0 0 0 0 0
0 0 0 1 1
0 0 0 0 0
0 0 1 1 1

1 1 0 0 0
0 1 0 0 0
0 1 1 0 0
0 0 0 0 0
0 0 0 0 0
                   
0 1 1 0 0
0 0 1 0 0
0 0 1 1 0
0 0 0 0 0
0 0 0 0 0
                   
0 0 1 1 0
0 0 0 1 0
0 0 0 1 1
0 0 0 0 0
0 0 0 0 0
                   
0 0 0 0 0
1 1 0 0 0
0 1 0 0 0
0 1 1 0 0
0 0 0 0 0
                   
0 0 0 0 0
0 1 1 0 0
0 0 1 0 0
0 0 1 1 0
0 0 0 0 0
                   
0 0 0 0 0
0 0 1 1 0
0 0 0 1 0
0 0 0 1 1
0 0 0 0 0
                   
0 0 0 0 0
0 0 0 0 0
1 1 0 0 0
0 1 0 0 0
0 1 1 0 0
                   
0 0 0 0 0
0 0 0 0 0
0 1 1 0 0
0 0 1 0 0
0 0 1 1 0
                   
0 0 0 0 0
0 0 0 0 0
0 0 1 1 0
0 0 0 1 0
0 0 0 1 1

1 0 1 0 0
1 1 0 0 0
1 0 0 0 0
0 0 0 0 0
0 0 0 0 0

0 1 0 1 0
0 1 1 0 0
0 1 0 0 0
0 0 0 0 0
0 0 0 0 0

0 0 1 0 1
0 0 1 1 0
0 0 1 0 0
0 0 0 0 0
0 0 0 0 0
                   
0 0 0 0 0
1 0 1 0 0
1 1 0 0 0
1 0 0 0 0
0 0 0 0 0

0 0 0 0 0
0 1 0 1 0
0 1 1 0 0
0 1 0 0 0
0 0 0 0 0
                   
0 0 0 0 0
0 0 1 0 1
0 0 1 1 0
0 0 1 0 0
0 0 0 0 0

0 0 0 0 0
0 0 0 0 0
1 0 1 0 0
1 1 0 0 0
1 0 0 0 0
                   
0 0 0 0 0
0 0 0 0 0
0 1 0 1 0
0 1 1 0 0
0 1 0 0 0

0 0 0 0 0
0 0 0 0 0
0 0 1 0 1
0 0 1 1 0
0 0 1 0 0

1 0 1 0 0
0 1 0 0 0
1 0 1 0 0
0 0 0 0 0
0 0 0 0 0
                   
0 1 0 1 0
0 0 1 0 0
0 1 0 1 0
0 0 0 0 0
0 0 0 0 0
                   
0 0 1 0 1
0 0 0 1 0
0 0 1 0 1
0 0 0 0 0
0 0 0 0 0
                   
0 0 0 0 0
1 0 1 0 0
0 1 0 0 0
1 0 1 0 0
0 0 0 0 0
                   
0 0 0 0 0
0 1 0 1 0
0 0 1 0 0
0 1 0 1 0
0 0 0 0 0
                   
0 0 0 0 0
0 0 1 0 1
0 0 0 1 0
0 0 1 0 1
0 0 0 0 0
                   
0 0 0 0 0
0 0 0 0 0
1 0 1 0 0
0 1 0 0 0
1 0 1 0 0
                   
0 0 0 0 0
0 0 0 0 0
0 1 0 1 0
0 0 1 0 0
0 1 0 1 0
                   
0 0 0 0 0
0 0 0 0 0
0 0 1 0 1
0 0 0 1 0
0 0 1 0 1

0 1 0 0 0
1 0 1 0 0
1 0 1 0 0
0 0 0 0 0
0 0 0 0 0
                   
0 0 1 0 0
0 1 0 1 0
0 1 0 1 0
0 0 0 0 0
0 0 0 0 0
                   
0 0 0 1 0
0 0 1 0 1
0 0 1 0 1
0 0 0 0 0
0 0 0 0 0
                   
0 0 0 0 0
0 1 0 0 0
1 0 1 0 0
1 0 1 0 0
0 0 0 0 0
                   
0 0 0 0 0
0 0 1 0 0
0 1 0 1 0
0 1 0 1 0
0 0 0 0 0
                   
0 0 0 0 0
0 0 0 1 0
0 0 1 0 1
0 0 1 0 1
0 0 0 0 0
                   
0 0 0 0 0
0 0 0 0 0
0 1 0 0 0
1 0 1 0 0
1 0 1 0 0
                   
0 0 0 0 0
0 0 0 0 0
0 0 1 0 0
0 1 0 1 0
0 1 0 1 0

0 0 0 0 0
0 0 0 0 0
0 0 0 1 0
0 0 1 0 1
0 0 1 0 1

1 1 1 0 0
1 0 0 0 0
1 1 1 0 0
0 0 0 0 0
0 0 0 0 0

0 1 1 1 0
0 1 0 0 0
0 1 1 1 0
0 0 0 0 0
0 0 0 0 0

0 0 1 1 1
0 0 1 0 0
0 0 1 1 1
0 0 0 0 0
0 0 0 0 0

0 0 0 0 0
1 1 1 0 0
1 0 0 0 0
1 1 1 0 0
0 0 0 0 0

0 0 0 0 0
0 1 1 1 0
0 1 0 0 0
0 1 1 1 0
0 0 0 0 0

0 0 0 0 0
0 0 1 1 1
0 0 1 0 0
0 0 1 1 1
0 0 0 0 0

0 0 0 0 0
0 0 0 0 0
1 1 1 0 0
1 0 0 0 0
1 1 1 0 0

0 0 0 0 0
0 0 0 0 0
0 1 1 1 0
0 1 0 0 0
0 1 1 1 0

0 0 0 0 0
0 0 0 0 0
0 0 1 1 1
0 0 1 0 0
0 0 1 1 1
